"year_start","year_end","iso_alpha_3_code","env_mat","env_pregrelated","env_total","final_pm","mmr","definition","live_births","include","include_reason","citation_short","refID","mdeathspluslate","ramos? (yes=1)","citation_long","comments","env_total_lifetables","live_births_lifetables","year_mid","type","obs_selogpm"
2010,2011,"OMN",16,17,NA,0.0400813571428571,24.4,"maternal",65537,TRUE,NA,"Vital Registration and Surveillance 1991-2018",NA,NA,NA,NA,NA,392,64393,2010.5,"misc",NA
2011,2012,"OMN",11,14,NA,0.0278686165803109,16.2,"maternal",67922,TRUE,NA,"Vital Registration and Surveillance 1991-2018",NA,NA,NA,NA,NA,386,66403,2011.5,"misc",NA
2012,2013,"OMN",12,14,NA,0.0301170149253731,16.5,"maternal",72867,TRUE,NA,"Vital Registration and Surveillance 1991-2018",NA,NA,NA,NA,NA,402,73376,2012.5,"misc",NA
2013,2014,"OMN",9,12,NA,0.0221336682926829,11.3,"maternal",79417,TRUE,NA,"Vital Registration and Surveillance 1991-2018",NA,NA,NA,NA,NA,410,80308,2013.5,"misc",NA
2014,2015,"OMN",16,18,NA,0.0395883656174334,19.3,"maternal",82981,TRUE,NA,"Vital Registration and Surveillance 1991-2018",NA,NA,NA,NA,NA,413,84715,2014.5,"misc",NA
2015,2016,"OMN",16,17,NA,0.0387886276849642,18.5,"maternal",86286,TRUE,NA,"Vital Registration and Surveillance 1991-2018",NA,NA,NA,NA,NA,419,87851,2015.5,"misc",NA
2016,2017,"OMN",11,15,NA,0.0264063231850117,12.5,"maternal",88346,TRUE,NA,"Vital Registration and Surveillance 1991-2018",NA,NA,NA,NA,NA,427,90204,2016.5,"misc",NA
2017,2018,"OMN",19,21,NA,0.044454375,21,"maternal",90371,TRUE,NA,"Vital Registration and Surveillance 1991-2018",NA,NA,NA,NA,NA,432,91449,2017.5,"misc",NA
2018,2019,"OMN",13,15,NA,0.0309583816091954,15.2,"maternal",85768,TRUE,NA,"Vital Registration and Surveillance 1991-2018",NA,NA,NA,NA,NA,435,88598,2018.5,"misc",NA
2002,2003,"PER",734,NA,NA,0.0627295159071367,118.3,"maternal",NA,TRUE,NA,"La mortalidad materna en el Perú 2002-2011
",NA,NA,NA,NA,NA,11630,616690,2002.5,"misc",NA
2003,2004,"PER",766,NA,NA,0.0657001959500216,123.8,"maternal",NA,TRUE,NA,"La mortalidad materna en el Perú 2002-2011
",NA,NA,NA,NA,NA,11605,615873,2003.5,"misc",NA
2004,2005,"PER",746,NA,NA,0.0622006301188904,120.8,"maternal",NA,TRUE,NA,"La mortalidad materna en el Perú 2002-2011
",NA,NA,NA,NA,NA,12112,623654,2004.5,"misc",NA
2005,2006,"PER",703,NA,NA,0.0580305775501843,114.1,"maternal",NA,TRUE,NA,"La mortalidad materna en el Perú 2002-2011
",NA,NA,NA,NA,NA,12205,620739,2005.5,"misc",NA
2006,2007,"PER",706,NA,NA,0.0579734750204082,114.9,"maternal",NA,TRUE,NA,"La mortalidad materna en el Perú 2002-2011
",NA,NA,NA,NA,NA,12250,618081,2006.5,"misc",NA
2007,2008,"PER",676,NA,NA,0.0562200220355896,110.5,"maternal",NA,TRUE,NA,"La mortalidad materna en el Perú 2002-2011
",NA,NA,NA,NA,NA,12026,611857,2007.5,"misc",NA
2008,2009,"PER",656,NA,NA,0.0543394101316783,107.9,"maternal",NA,TRUE,NA,"La mortalidad materna en el Perú 2002-2011
",NA,NA,NA,NA,NA,11923,600453,2008.5,"misc",NA
2009,2010,"PER",580,NA,NA,0.0465695980641457,96.1,"maternal",NA,TRUE,NA,"La mortalidad materna en el Perú 2002-2011
",NA,NA,NA,NA,NA,12191,590770,2009.5,"misc",NA
2010,2011,"PER",574,NA,NA,0.0459031068443267,95.9,"maternal",NA,TRUE,NA,"La mortalidad materna en el Perú 2002-2011
",NA,NA,NA,NA,NA,12083,578360,2010.5,"misc",NA
2011,2012,"PER",550,NA,NA,0.0453467620657595,92.7,"maternal",NA,TRUE,NA,"La mortalidad materna en el Perú 2002-2011
",NA,NA,NA,NA,NA,11831,578746,2011.5,"misc",NA
2004,2012,"PHL",NA,NA,1084,0.123,221,"pregn",NA,TRUE,NA,"FHS 2011
",NA,NA,NA,NA,NA,325583,19865717,2008,"misc",NA
1991,1998,"PHL",NA,NA,NA,0.11272208663251,172,"pregn",NA,TRUE,NA,"NDHS 1998
",NA,NA,NA,NA,NA,238317,15618366,1994.5,"misc",NA
1997.42,1998.33,"SAU",92,96,NA,0.0248012394231786,23,"maternal",399601,TRUE,NA,"Maternal Mortality 1997-1998 
",NA,NA,NA,NA,NA,3688.48999999941,397735.319999936,1997.875,"misc",NA
2006.14,2007.14,"ZAF",NA,NA,NA,0.043,702,"pregn",NA,FALSE,"Study not nationally representative","2007 Community Survey
",NA,NA,NA,NA,NA,163678.799999999,1158465.18,2006.64,"misc",NA
2004,2006,"SSD",NA,NA,NA,0.650618816837861,2037,"maternal",NA,TRUE,NA,"SHHS 2006
",NA,NA,NA,NA,NA,20834,665439,2005,"misc",NA
1995,1996,"LKA",158,NA,NA,0.0354990545331758,61,"maternal",337683,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,5923,344690,1995.5,"misc",NA
1996,1997,"LKA",183,NA,NA,0.0347471071663379,62,"maternal",341006,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,6084,340970,1996.5,"misc",NA
1997,1998,"LKA",198,NA,NA,0.0345432046897899,63,"maternal",321996,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,6141,336714,1997.5,"misc",NA
1998,1999,"LKA",160,NA,NA,0.0285018016555754,53,"maternal",315935,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,6161,331320,1998.5,"misc",NA
1999,2000,"LKA",157,NA,NA,0.0308172983028721,55.8,"maternal",308459,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,6128,338438,1999.5,"misc",NA
2000,2001,"LKA",179,NA,NA,0.0330657018425461,55.6,"maternal",310880,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,5970,355040,2000.5,"misc",NA
2001,2002,"LKA",167,NA,5628,0.029673063,46.6,"maternal",356213,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,5898,371424,2001.5,"misc",NA
2002,2003,"LKA",194,NA,5553,0.034936071,53.4,"maternal",363549,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,5782,379721,2002.5,"misc",NA
2003,2004,"LKA",154,NA,5684,0.027093596,42.4,"maternal",363343,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,5867,380930,2003.5,"misc",NA
2004,2005,"LKA",144,NA,5441,0.026465723,38,"maternal",360220,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,6094.260045426,378170,2004.5,"misc",NA
2005,2006,"LKA",164,NA,9902,0.016562311,44,"maternal",370424,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,5633,378376,2005.5,"misc",NA
2006,2007,"LKA",146,NA,5243,0.027846653,39.3,"maternal",371264,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,5687,383691,2006.5,"misc",NA
2007,2008,"LKA",141,NA,NA,0.02645016154396,38.4,"maternal",380069,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,5596,385456,2007.5,"misc",NA
2008,2009,"LKA",134,NA,NA,0.022434751922733,33.4,"maternal",379912,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,5591,375547,2008.5,"misc",NA
2009,2010,"LKA",160,NA,NA,0.0288302932838195,40.2,"maternal",NA,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,5101.792428957,365886,2009.5,"misc",NA
2010,2011,"LKA",126,NA,NA,0.0224977613659325,31.1,"maternal",NA,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,4949,358011,2010.5,"misc",NA
2011,2012,"LKA",118,NA,NA,0.0239330906480722,32.5,"maternal",NA,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,4876,359070,2011.5,"misc",NA
2012,2013,"LKA",134,NA,NA,0.0291869074429516,37.7,"maternal",NA,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,4689,363017,2012.5,"misc",NA
2013,2014,"LKA",119,NA,NA,0.0260987414440274,32.5,"maternal",321880,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,4529,363696,2013.5,"misc",NA
2014,2015,"LKA",112,NA,NA,0.0257275519421861,32,"maternal",NA,TRUE,NA,"MDSR 2014
",NA,NA,NA,NA,NA,4428,356005,2014.5,"misc",NA
2015,2016,"LKA",113,NA,NA,0.0273438862735959,33.7,"maternal",NA,TRUE,NA,"MDSR 2019",NA,NA,NA,NA,NA,4291,348168,2015.5,"misc",NA
2016,2017,"LKA",112,NA,NA,0.0274074920785056,33.8,"maternal",NA,TRUE,NA,"MDSR 2019",NA,NA,NA,NA,NA,4229,342918,2016.5,"misc",NA
2017,2018,"LKA",127,NA,NA,0.0313620227380388,39,"maternal",326052,TRUE,NA,"MDSR 2019",NA,NA,NA,NA,NA,4222,339514,2017.5,"misc",NA
2009,2010,"LBY",33,NA,9100,0.003626374,NA,"maternal",NA,FALSE,"Study not nationally representative","Vital Registry 2009
",NA,NA,NA,NA,NA,2671,147418,2009.5,"misc",NA
2010,2011,"LBY",23,NA,10321,0.002228466,NA,"maternal",NA,FALSE,"Study not nationally representative","Vital Registry 2010
",NA,NA,NA,NA,NA,2748,152991,2010.5,"misc",NA
2004,2006,"SDN",NA,NA,NA,0.304519651615405,638,"maternal",NA,TRUE,NA,"SHHS 2006
",NA,NA,NA,NA,NA,51531.632381541,2459623,2005,"misc",NA
2008,2010,"SDN",NA,NA,NA,0.106052935121776,215.6,"maternal",NA,TRUE,NA,"SHHS 2010
",NA,NA,NA,NA,NA,53007,2607397,2009,"misc",NA
2008,2010,"SYR",NA,28,NA,0.0585446973365618,52,"pregn",53000,TRUE,NA,"FHS 2009
",NA,NA,NA,NA,NA,11564,1301944,2009,"misc",NA
2008,2009,"SYR",382,NA,NA,0.0635977257064094,56,"maternal",682926,TRUE,NA,"Maternal Mortality in 1990 - 2009
",NA,NA,NA,NA,NA,5804,659145,2008.5,"misc",NA
1997,1998,"THA",303,NA,26143,0.0115,36.5,"maternal",830090,TRUE,NA,"Maternal Mortality in Thailand 1997-1998
",NA,NA,NA,NA,NA,33343,1022011,1997.5,"misc",NA
1998,1999,"THA",313,NA,28380,0.011,36.4,"maternal",859196,TRUE,NA,"Maternal Mortality in Thailand 1997-1998
",NA,NA,NA,NA,NA,35413,1001428,1998.5,"misc",NA
2004,2005,"THA",362,378,32658,0.011084573,44.5,"maternal",813069,TRUE,NA,"MMR 2004
",NA,NA,NA,NA,NA,38549,904574,2004.5,"misc",NA
2005,2006,"THA",303,312,29398,0.010306824,37.4,"maternal",809485,TRUE,NA,"MMR 2005
",NA,NA,NA,NA,NA,34026,890476,2005.5,"misc",NA
2006,2007,"THA",330,355,27934,0.011813561,41.6,"maternal",793623,TRUE,NA,"MMR 2006
",NA,NA,NA,NA,NA,31629,879215,2006.5,"misc",NA
1995,1997,"THA",93,NA,7239,0.013,44.1,"maternal",210726,TRUE,NA,"Maternal Mortality in Thailand 1995-1996
",NA,NA,NA,NA,NA,62390,2078445,1996,"misc",NA
1993.5,1994.42,"TUN",140,154,1477,0.09478673,68.9,"maternal",203193,TRUE,NA,"MMS 1993-1994
",NA,NA,NA,NA,NA,2108.40000000017,189796.720000015,1993.96,"misc",NA
2008,2009,"TUN",82,NA,1816,0.045154185,44.8,"maternal",183000,TRUE,NA,"MMS 2008
",NA,NA,NA,NA,NA,2593,179305,2008.5,"misc",NA
2012,2013,"TUR",197,NA,12031,0.016374366,15.4,"maternal",1294605,TRUE,NA,"Türkiye Ministry of Health, 2013
",NA,NA,NA,NA,NA,13639,1292422,2012.5,"misc",NA
2011,2012,"TUR",198,NA,13125,0.015085714,15.5,"maternal",1237172,TRUE,NA,"Türkiye Ministry of Health, 2013
",NA,NA,NA,NA,NA,14612,1249292,2011.5,"misc",NA
2010,2011,"TUR",NA,NA,12980,0.0146305702765792,16.4,"maternal",NA,TRUE,NA,"Türkiye Ministry of Health, 2013
",NA,NA,NA,NA,NA,14137,1261173,2010.5,"misc",NA
2009,2010,"TUR",NA,NA,14015,0.0167742645234067,18.4,"maternal",NA,TRUE,NA,"Türkiye Ministry of Health, 2013
",NA,NA,NA,NA,NA,14184,1293077,2009.5,"misc",NA
2008,2009,"TUR",NA,NA,NA,0.0175641486486486,19.4,"maternal",NA,TRUE,NA,"Türkiye Ministry of Health, 2013
",NA,NA,NA,NA,NA,14356,1299747,2008.5,"misc",NA
2007,2008,"TUR",NA,NA,NA,0.0191723339327708,21.2,"maternal",NA,TRUE,NA,"Türkiye Ministry of Health, 2013
",NA,NA,NA,NA,NA,14458,1307517,2007.5,"misc",NA
2013,2014,"TUR",204,NA,NA,0.0159806777777778,15.9,"maternal",1297505,TRUE,NA,"Türkiye Ministry of Health, 2015
",NA,NA,NA,NA,NA,12960,1302576,2013.5,"misc",NA
2014,2015,"TUR",203,NA,NA,0.0162998424308873,15.2,"maternal",1350353,TRUE,NA,"Türkiye Ministry of Health, 2015
",NA,NA,NA,NA,NA,12769,1369294,2014.5,"misc",NA
2015,2016,"TUR",195,NA,NA,0.0158283642890588,14.6,"maternal",1335564,TRUE,NA,"Türkiye Ministry of Health, 2019
",NA,NA,NA,NA,NA,12814,1389210,2015.5,"misc",NA
2016,2017,"TUR",193,NA,NA,0.0159052501158659,14.7,"maternal",1313615,TRUE,NA,"Türkiye Ministry of Health, 2019
",NA,NA,NA,NA,NA,12946,1400744,2016.5,"misc",NA
2017,2018,"TUR",188,NA,NA,0.0161969047810043,14.5,"maternal",1295784,TRUE,NA,"Türkiye Ministry of Health, 2019
",NA,NA,NA,NA,NA,12466,1392487,2017.5,"misc",NA
2008,2009,"ARE",1,NA,NA,0.00236543699731903,1.4,"maternal",68779,FALSE,"Study not nationally representative","Annual Statistical Report for the Years 1990 – 2008",NA,NA,NA,NA,NA,373,63022,2008.5,"misc",NA
2005,2006,"ARE",0,NA,NA,0,0,"maternal",64623,FALSE,"Study not nationally representative","Annual Statistical Report for the Years 1990 – 2008",NA,NA,NA,NA,NA,312,66905,2005.5,"misc",NA
2000,2001,"ARE",0,NA,NA,0,0,"maternal",54839,FALSE,"Study not nationally representative","Annual Statistical Report for the Years 1990 – 2008",NA,NA,NA,NA,NA,491,56993,2000.5,"misc",NA
1995,1996,"ARE",11,NA,NA,0.0166442214983713,22.4,"maternal",49064,FALSE,"Study not nationally representative","Annual Statistical Report for the Years 1990 – 2008",NA,NA,NA,NA,NA,614,45623,1995.5,"misc",NA
1990,1991,"ARE",17,NA,NA,0.0366274746987952,32.6,"maternal",52066,FALSE,"Study not nationally representative","Annual Statistical Report for the Years 1990 – 2008",NA,NA,NA,NA,NA,415,46627,1990.5,"misc",NA
2000,2002,"VNM",80,NA,796,0.100502513,130,"maternal",61341,FALSE,"Study not nationally representative","Maternal Mortality 2000-2001",NA,NA,NA,NA,NA,48395,2803208,2001,"misc",NA
2009,2010,"VNM",NA,533,15866,0.03359,69,"pregn",NA,TRUE,NA,"Census 2009",NA,NA,NA,NA,NA,28529,1515454,2009.5,"misc",NA
2001,2003,"YEM",NA,221,NA,0.29336935483871,365,"pregn",843233,TRUE,NA,"YFHS 2003",NA,NA,NA,NA,NA,20367,1637001,2002,"misc",NA
2011,2013,"YEM",NA,83,NA,0.127131188062322,148,"pregn",NA,TRUE,NA,"YNDHS 2013",NA,NA,NA,NA,NA,22785,1957219,2012,"misc",NA
2005,2015,"CHE",117,NA,NA,0.0118834586924557,14.8661097169721,"maternal",787025,TRUE,NA,"Perotto et al., 2021",5188,120,0,"Perotto, L., Zimmerman, R. Quack, K. (2020). Maternal mortality in Switzerland 2005-2014.  Zürich, Switzerland: Swiss Medical Weekly.",NA,9712,776344,2010,"misc",NA
2016,2017,"USA",610,NA,NA,NA,NA,"maternal",NA,TRUE,NA,"MacDorman et al., 2020",5189,763,0,"MacDorman, MF., Thoma, M., & Declercq, E. (2020).  Improving US maternal mortality reporting by analyzing literal text on death certificates,  United States, 2016-2017. College Park, MD: PLoSONE. Retrieved from: https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0240701",NA,80502,3952809,2016.5,"misc",NA
2000.58,2014.92,"DNK",35,NA,NA,0.00268204552504683,3.9931728153922,"maternal",876496,TRUE,NA,"Bliddal et al., 2019",5252,NA,0,"Bliddal, M., Möller, S., Vinter, C, Rubin, K., Gange, J, Pottegård, A. (2019).  Validation of a comorbidity index for use in obstetric patients: A nationwide cohort study. Odense, Denmark:  Acta Obstetricia et Gynecologica Scandinavica. Retrieved from:  https://obgyn.onlinelibrary.wiley.com/doi/10.1111/aogs.13749",NA,13292.1200000001,892775.560000009,2007.75,"misc",NA
2010,2018,"LBN",136,NA,NA,NA,NA,"maternal",NA,TRUE,NA,"El-Kak et al., 2019",5266,NA,0,"El-Kak, F., Kabakian-Khasholian, T., Ammar, W., Nassar, A. (2019). A review of maternal mortality trends in Lebanon, 2010-2018. Gynecology Obstetrics. Retrieved from https://obgyn.onlinelibrary.wiley.com/doi/abs/10.1002/ijgo.12994.",NA,8617,875766,2014,"misc",NA
2016,2017,"LBN",NA,NA,NA,0.0212206293706294,20,"maternal",NA,TRUE,NA,"El-Kak et al., 2020",5266,NA,0,"El-Kak, F., Kabakian-Khasholian, T., Ammar, W., Nassar, A. (2019). A review of maternal mortality trends in Lebanon, 2010-2018. Gynecology Obstetrics. Retrieved from https://obgyn.onlinelibrary.wiley.com/doi/abs/10.1002/ijgo.12994.",NA,1144,121382,2016.5,"misc",NA
2018,2019,"LBN",NA,NA,NA,0.0132515536723164,13,"maternal",NA,FALSE,"Duplicate study included","El-Kak et al., 2021",5266,NA,0,"El-Kak, F., Kabakian-Khasholian, T., Ammar, W., Nassar, A. (2019). A review of maternal mortality trends in Lebanon, 2010-2018. Gynecology Obstetrics. Retrieved from https://obgyn.onlinelibrary.wiley.com/doi/abs/10.1002/ijgo.12994.",NA,1062,108255,2018.5,"misc",NA
1998,2003,"JAM",263,NA,NA,0.0496459601969438,91.3540194031769,"maternal",287891,TRUE,NA,"McCaw-Binns, Campbell and Spence, 2018",5485,NA,0,"McCaw-Binns, A., Campbell, L., Spence, S. (2018). The evolving contribution of non-communicable diseases to maternal mortality in Jamaica, 1998-2015: a population-based study. BJOG. Retrieved from https://pubmed.ncbi.nlm.nih.gov/29419921/.",NA,4919,267321,2000.5,"misc",NA
2004,2009,"JAM",238,NA,NA,0.0432423337418015,92.5504652799652,"maternal",257157,TRUE,NA,"McCaw-Binns, Campbell and Spence, 2019",5485,NA,0,"McCaw-Binns, A., Campbell, L., Spence, S. (2018). The evolving contribution of non-communicable diseases to maternal mortality in Jamaica, 1998-2015: a population-based study. BJOG. Retrieved from https://pubmed.ncbi.nlm.nih.gov/29419921/.",NA,5144,240343,2006.5,"misc",NA
2010,2015,"JAM",231,NA,NA,0.0397927386036004,101.34290314514,"maternal",227939,TRUE,NA,"McCaw-Binns, Campbell and Spence, 2020",5485,NA,0,"McCaw-Binns, A., Campbell, L., Spence, S. (2018). The evolving contribution of non-communicable diseases to maternal mortality in Jamaica, 1998-2015: a population-based study. BJOG. Retrieved from https://pubmed.ncbi.nlm.nih.gov/29419921/.",NA,5116,200882,2012.5,"misc",NA
1991,1992,"JPN",230,NA,NA,0.00525279030992133,9.45654082203654,"maternal",2432179,TRUE,NA,"Nagaya et al., 2000",5592,NA,0,"Nagaya, K., Fetters, M., Ishikawa, M., Kubo, T., Koyanagi, T., Saitto, Y., Sameshima, H., Sugimoto, M., Takagi, K.,  Chiba, Y., Honda, H., Mukubo, M., Kawamura, M., Satoh, S., Neki, R. (2000). Causes of Maternal Mortality in Japan. JAMA. Retrieved from https://jamanetwork.com/journals/jama/fullarticle/192734",NA,21314,1183921,1991.5,"misc",NA
2013,2013,"RUS",244,NA,NA,NA,NA,"maternal",NA,TRUE,NA,"Milovanov and Dobryakov, 2018",8154,NA,0,"Milovanov, A. & Dobryakov, A. (2018).  The increasing importance of extragenital pathology in the structure of maternal mortality in Russia. ПЕРЕДОВАЯ СТАТЬЯ. Retrieved from https://doi.org/10.17116/patol20188023-6",NA,NA,NA,2013,"misc",NA
2014,2014,"RUS",232,NA,NA,NA,NA,"maternal",NA,TRUE,NA,"Milovanov and Dobryakov, 2019",8154,NA,0,"Milovanov, A. & Dobryakov, A. (2018).  The increasing importance of extragenital pathology in the structure of maternal mortality in Russia. ПЕРЕДОВАЯ СТАТЬЯ. Retrieved from https://doi.org/10.17116/patol20188023-7",NA,NA,NA,2014,"misc",NA
1985,2009,"ISL",6,NA,NA,0.00510588251005583,5.4941029961175,"maternal",109208,TRUE,NA,"Birgisdottir et al., 2015",9537,11,0,"Birgisdottir, H., Bjarnadottir, R., Kristjansdottir, K., & Geirsson, R. (2015). Maternal deaths in  Iceland over 25 years. Acta Obstetricia et Gyneologica Scandinavia. DOI: 10.1111/aogs.12797",NA,1119,103993,1997,"misc",NA
2014,2015,"KOR",48,NA,NA,0.0108484688582123,11.0234592993214,"maternal",435435,TRUE,NA,"Shin et al., 2017",8064,NA,0,"Shin, H-Y., Lee, J-Y., Song, J., Lee, S., Lee, J., Lim, B., Kim, H. (2017). Infant, maternal, and perinatal mortality statistics in the Republic of Korea, 2014. Journal of Korean Med Association. Retrieved from pISSN 1975-8456 / eISSN 2093-5951 https://doi.org/10.5124/jkma.2017.60.7.588 https://doi.org/10.5124/jkma.2017.60.7.588",NA,4346,427701,2014.5,"misc",NA
2012,2013,"IND",215,NA,NA,NA,NA,"maternal",NA,TRUE,NA,"Tripathy and Mishra, 2017",9354,NA,0,"J. P. Tripathy, S. Mishra (2017). Causes and Predictors of Neonatal, Post- neonatal and Maternal Deaths in India: Analysis of a Nationwide District-Level Household Survey-4 (DLHS-4), 2012-13. Journal of Tropical Pediatrics, 2017, 63, 431–439 doi: 10.1093/tropej/fmx009.",NA,622050,26432416,2012.5,"misc",NA
2001,2012,"FIN",38,NA,NA,NA,NA,"maternal",NA,TRUE,NA,"Karalis et al., 2016",9395,NA,0,"Karalis, E., Ulander, V-M, Tapper, A-M, Gissler, M. (2016). Decreasing mortality during pregnancy and for a year after while mortality after termination of pregnancy remains high: a population-based register study of pregnancy-associated deaths in Finland 2001-2012. BJOG.",NA,9691,639970,2006.5,"misc",NA
2018,2019,"USA",658,NA,NA,NA,NA,"maternal",NA,FALSE,"Data included as CRVS","Hoyert, 2021",62373,NA,0,"Hoyert, DL. Maternal mortality rates in the United States, 2019. NCHS Health E-Stats. 2021. Retrieved from: https://doi.org/10.15620/cdc:103855.",NA,80674,3816077,2018.5,"misc",NA
2019,2020,"USA",754,NA,NA,NA,NA,"maternal",NA,FALSE,"Data included as CRVS","Hoyert, 2021",62373,NA,0,"Hoyert, DL. Maternal mortality rates in the United States, 2019. NCHS Health E-Stats. 2021. Retrieved from: https://doi.org/10.15620/cdc:103855.",NA,80757,3772693,2019.5,"misc",NA
2017.17,2018.17,"SUR",10,NA,NA,0.0412778385260209,109.72130787799,"maternal",9114,TRUE,NA,"Kim et al., 2020",5177,NA,0,"Verschueren, K. J., Kodan, L. R., Paidin, R. R., Samijadi, S. M., Paidin, R. R., Rijken, M. J., Browne, J. L., Bloemenkamp, K. W. 2020, Applicability of the WHO maternal near-miss tool: A nationwide surveillance study in Suriname,  Journal of Global Health, retrieved from: doi: 10.7189/jogh.10.020429",NA,290.66,10934.81,2017.67,"misc",NA
2017,2018,"LBN",21,NA,NA,0.0174425699807531,16.8543383869596,"maternal",124597,TRUE,NA,"MOPH-Lebanon, 2018",62376,NA,0,"Lebanon Ministry of Public Health. (2018). Vital Data Observatory by Qada and Nationality 2017. retrieved from: https://www.moph.gov.lb/en/Pages/8/14246/vital-data-observatory-statistics",NA,1110,114874,2017.5,"misc",NA
2018,2019,"LBN",17,NA,NA,0.0136294996989688,13.3707714935152,"maternal",127143,TRUE,NA,"MOPH-Lebanon, 2019",62376,NA,0,"Lebanon Ministry of Public Health. (2019). Vital Data Observatory by Qada and Nationality 2018. retrieved from: https://www.moph.gov.lb/en/Pages/8/14246/vital-data-observatory-statistics",NA,1062,108255,2018.5,"misc",NA
2013,2014,"CHN",NA,NA,NA,0.0121416191157206,23.2,"maternal",NA,TRUE,NA,"China Statistics Yearbook, 2019",62378,NA,0,"National Bureau of Statistics of China. 2019. “China Statistical Yearbook 2019: 22-18 Mortality Rate of the Maternal and Children Aged under 5 in Surveillence Areas.” National Bureau of Statistics of the People′ s Republic of China. http://www.stats.gov.cn/tjsj/ndsj/2019/indexeh.htm.",NA,349618,18297106,2013.5,"misc",NA
2014,2015,"CHN",NA,NA,NA,0.0121415044238027,21.7,"maternal",NA,TRUE,NA,"China Statistics Yearbook, 2019",62378,NA,0,"National Bureau of Statistics of China. 2019. “China Statistical Yearbook 2019: 22-18 Mortality Rate of the Maternal and Children Aged under 5 in Surveillence Areas.” National Bureau of Statistics of the People′ s Republic of China. http://www.stats.gov.cn/tjsj/ndsj/2019/indexeh.htm.",NA,335458,18769423,2014.5,"misc",NA
2015,2016,"CHN",NA,NA,NA,0.0109114724389685,20.1,"maternal",NA,TRUE,NA,"China Statistics Yearbook, 2019",62378,NA,0,"National Bureau of Statistics of China. 2019. “China Statistical Yearbook 2019: 22-18 Mortality Rate of the Maternal and Children Aged under 5 in Surveillence Areas.” National Bureau of Statistics of the People′ s Republic of China. http://www.stats.gov.cn/tjsj/ndsj/2019/indexeh.htm.",NA,322702,17518179,2015.5,"misc",NA
2016,2017,"CHN",NA,NA,NA,0.0117553731557337,19.9,"maternal",NA,TRUE,NA,"China Statistics Yearbook, 2019",62378,NA,0,"National Bureau of Statistics of China. 2019. “China Statistical Yearbook 2019: 22-18 Mortality Rate of the Maternal and Children Aged under 5 in Surveillence Areas.” National Bureau of Statistics of the People′ s Republic of China. http://www.stats.gov.cn/tjsj/ndsj/2019/indexeh.htm.",NA,310286,18329285,2016.5,"misc",NA
2017,2018,"CHN",NA,NA,NA,0.0119094260073272,19.6,"maternal",NA,TRUE,NA,"China Statistics Yearbook, 2019",62378,NA,0,"National Bureau of Statistics of China. 2019. “China Statistical Yearbook 2019: 22-18 Mortality Rate of the Maternal and Children Aged under 5 in Surveillence Areas.” National Bureau of Statistics of the People′ s Republic of China. http://www.stats.gov.cn/tjsj/ndsj/2019/indexeh.htm.",NA,300523,18260492,2017.5,"misc",NA
2018,2019,"CHN",NA,NA,NA,0.00979487026348808,18.3,"maternal",NA,TRUE,NA,"China Statistics Yearbook, 2019",62378,NA,0,"National Bureau of Statistics of China. 2019. “China Statistical Yearbook 2019: 22-18 Mortality Rate of the Maternal and Children Aged under 5 in Surveillence Areas.” National Bureau of Statistics of the People′ s Republic of China. http://www.stats.gov.cn/tjsj/ndsj/2019/indexeh.htm.",NA,286920,15357072,2018.5,"misc",NA
2019,2020,"CHN",NA,NA,NA,0.00942866826370743,17.8,"maternal",NA,TRUE,NA,"Lu et al., 2021",62379,NA,0,"Chen, Lu, Penghui Feng, Lance Shaver, and Zengwu Wang. 2021. “Maternal Mortality Ratio in China from 1990 to 2019 : Trends , Causes and Correlations.” BMC Public Health: 4–11.",NA,275927,14615866,2019.5,"misc",NA
