"iso_alpha_3_code","year_start","year_end","year_mid","env_total","env_mat","truemat_vr","truemat","truemat_vr_unscaled","truemat_unscaled","tp","tn","fp","fn","up","un","include_bmat","include_bmis_global","include_bmis","include_bmat_reason","include_bmis_reason","incomplete_vr_multiplier","check_outside_of_vr","study_period_coverage","citation_short","citation_long","completeness_inq","complete_vr","obs_matdeaths","final_env","final_pm","obs_selogpm","type","definition","mat_vr","nonmat_vr","tot","tot_vr","rho_ref","mat_vr_ref","tot_vr_ref","tot_ref","dmname"
"GBR",2013,2016,2014.5,NA,186,186,NA,186,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Saving Lives, Improving Mothers’ Care - Confidential Enquiries into Maternal Deaths and Morbidity 2013-2015","Knight M, Nair M, Tuffnell D, Shakespeare J, Kenyon S, Kurinczuk JJ, editors, on behalf of MBRRACEUK. Saving Lives, Improving Mothers’ Care - Lessons learned to inform maternity care from the UK and Ireland Confidential Enquiries into Maternal Deaths and Morbidity 2013–2015. Oxford: National Perinatal Epidemiology Unit, University of Oxford; 2017.",0.998906959027525,TRUE,186,30158,0.00616751773990318,NA,"inq","maternal",134,30024,30158,30158,1,51,10121,10121,"overlapoutvr.multipleyrs"
"GEO",2006,2007,2006.5,918,20,20,NA,20,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","RAMOS 2008","Serbanescu F, Tefft M, Shakhnazarova M, Williams D, Berdzuli N, Berg C (Georgian National Center for Disease Control, JSI Research & Training Institute, Inc (JSI), CDC). Reproductive Age Mortality Study, Georgia, 2008 (RAMOS 2008) – Part II: Maternal Mortality. Atlanta, GA: Georgian National Center for Disease Control, JSI Research & Training Institute, Inc (JSI), CDC; 2009.",0.772077375946173,FALSE,20,918,0.0217864923747277,NA,"inq","maternal",11,1059,1133,1070,0.944395410414828,11,1070,1133,"overlapoutvr.singleyrs"
"GEO",2015,2016,2015.5,NA,19,19,NA,19,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Georgia 2000-2017","Information retrieved during WHO country consultation 2019",1.05824039653036,TRUE,19,854,0.022248243559719,NA,"inq","maternal",19,835,854,854,1,19,854,854,"overlapoutvr.singleyrs"
"GEO",2016,2017,2016.5,NA,13,13,NA,13,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Georgia 2000-2017","Information retrieved during WHO country consultation 2019",1.11994784876141,TRUE,13,859,0.0151338766006985,NA,"inq","maternal",14,845,859,859,1,14,859,859,"overlapoutvr.singleyrs"
"GEO",2017,2018,2017.5,NA,7,7,NA,7,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Georgia 2000-2017","Information retrieved during WHO country consultation 2019",1.03479381443299,TRUE,7,803,0.0087173100871731,NA,"inq","maternal",11,792,803,803,1,11,803,803,"overlapoutvr.singleyrs"
"GTM",1989,1990,1989.5,NA,748,748,NA,748,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Maternal mortality 1996-1998","Schieber B, Stanton C. Estimates of Maternal Mortality in Guatemala 1996 – 1998. Guatemala; 2000.",0.82179725841936,FALSE,748,4856,0.154036243822076,NA,"inq","maternal",290,4566,5607,4856,0.866060281790619,290,4856,5607,"overlapoutvr.singleyrs"
"GTM",1996,1997,1996.5,NA,666,666,NA,666,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Maternal mortality 1996-1998","Schieber B, Stanton C. Estimates of Maternal Mortality in Guatemala 1996 – 1998. Guatemala; 2000.",0.773125608568647,FALSE,666,4764,0.139798488664987,NA,"inq","maternal",331,4433,5523,4764,0.862574687669745,331,4764,5523,"overlapoutvr.singleyrs"
"GTM",1997,1998,1997.5,NA,648,648,NA,648,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Maternal mortality 1996-1998","Schieber B, Stanton C. Estimates of Maternal Mortality in Guatemala 1996 – 1998. Guatemala; 2000.",0.869151069518717,FALSE,648,5201,0.124591424726014,NA,"inq","maternal",340,4861,6130,5201,0.848450244698206,340,5201,6130,"overlapoutvr.singleyrs"
"GTM",1998,1999,1998.5,NA,707,707,NA,707,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Maternal mortality 1996-1998","Schieber B, Stanton C. Estimates of Maternal Mortality in Guatemala 1996 – 1998. Guatemala; 2000.",0.913816457839485,FALSE,707,5397,0.130998702983139,NA,"inq","maternal",321,5076,6098,5397,0.88504427681207,321,5397,6098,"overlapoutvr.singleyrs"
"GTM",2000,2001,2000.5,NA,595,595,NA,595,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Maternal mortality 2000","Línea Basal de Mortalidad Materna para el Año 2000. Informe Final. Ciudad de Guatemala: Ministerio de Salud Pública y Asistencia Social [Guatemala]; 2003 (in Spanish).",0.983754193890164,FALSE,595,5571,0.106803087416981,NA,"inq","maternal",344,5227,5968,5571,0.93347855227882,344,5571,5968,"overlapoutvr.singleyrs"
"GTM",2007,2008,2007.5,NA,537,536,537,536,537,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","Maternal mortality 2013","Situación de la Mortalidad Materna. Informe de País 2013. Guatemala: Ministerio de Salud Publica y Asistencia Social; 2015 (in Spanish).",1,FALSE,537,5893,0.091125063634821,NA,"inq","maternal",315,6830,7149,7145,0.99944048118618,315,7145,7149,"overlapoutvr.singleyrs"
"GTM",2013,2014,2013.5,NA,452,444,452,444,452,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","Maternal mortality 2013","Situación de la Mortalidad Materna. Informe de País 2013. Guatemala: Ministerio de Salud Publica y Asistencia Social; 2015 (in Spanish).",1,FALSE,452,5849,0.0772781672080698,NA,"inq","maternal",322,5419,5832,5741,0.984396433470508,322,5741,5832,"overlapoutvr.singleyrs"
"IRL",2009,2011,2010,NA,17,17,NA,17,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","MDE 2009-2011","Confidential Maternal Death Enquiry in Ireland, Report for Triennium 2009–2011. Cork: Maternal Death Enquiry (MDE); 2012.",1.04597701149425,TRUE,17,1456,0.0116758241758242,NA,"inq","maternal",6,1450,1456,1456,1,3,663,663,"overlapoutvr.multipleyrs"
"ISL",1985,2010,1997.5,NA,6,6,6,6,6,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","Maternal deaths in Iceland over 25 years","Birgisdottir H, Bjarnadottir RI, Kristjansdottir K, Geirsson RT. Maternal deaths in Iceland over 25 years. Acta Obstet Gynecol Scand. 2016 Jan;95(1):74-8. doi: 10.1111/aogs.12797. Epub 2015 Nov 14.",1,TRUE,6,1023,0.00586510263929619,NA,"inq","maternal",3,1023,1026,1026,1,0,40,40,"overlapoutvr.multipleyrs"
"ISR",2000,2001,2000.5,NA,NA,5,NA,5,NA,0,883,0,5,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.0195177956372,TRUE,5,888,0.00563063063063063,NA,"inq","maternal",0,888,888,888,1,0,888,888,NA
"ISR",2001,2002,2001.5,NA,NA,9,NA,9,NA,2,911,0,7,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.10709987966306,TRUE,9,920,0.00978260869565217,NA,"inq","maternal",2,918,920,920,1,2,920,920,NA
"ISR",2002,2003,2002.5,NA,NA,6,NA,6,NA,0,950,0,6,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.11292200232829,TRUE,6,956,0.00627615062761506,NA,"inq","maternal",0,956,956,956,1,0,956,956,NA
"ISR",2003,2004,2003.5,NA,NA,3,NA,3,NA,0,882,0,3,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.07013301088271,TRUE,3,885,0.00338983050847458,NA,"inq","maternal",0,885,885,885,1,0,885,885,NA
"ISR",2004,2005,2004.5,NA,NA,6,NA,6,NA,1,854,0,5,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.09137055837563,TRUE,6,860,0.00697674418604651,NA,"inq","maternal",1,859,860,860,1,1,860,860,NA
"ISR",2005,2006,2005.5,NA,NA,4,NA,4,NA,0,889,0,4,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.12185929648241,TRUE,4,893,0.00447928331466965,NA,"inq","maternal",0,893,893,893,1,0,893,893,NA
"ISR",2006,2007,2006.5,NA,NA,11,NA,11,NA,0,883,0,11,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.13451776649746,TRUE,11,894,0.0123042505592841,NA,"inq","maternal",0,894,894,894,1,0,894,894,NA
"ISR",2007,2008,2007.5,NA,NA,7,NA,7,NA,0,811,0,7,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.05958549222798,TRUE,7,818,0.00855745721271394,NA,"inq","maternal",0,818,818,818,1,0,818,818,NA
"ISR",2008,2009,2008.5,NA,NA,8,NA,8,NA,3,790,0,5,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.07258064516129,TRUE,8,798,0.0100250626566416,NA,"inq","maternal",3,795,798,798,1,3,798,798,NA
"ISR",2009,2010,2009.5,NA,NA,5,NA,5,NA,0,813,0,5,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.15536723163842,TRUE,5,818,0.00611246943765281,NA,"inq","maternal",0,818,818,818,1,0,818,818,NA
"ISR",2010,2011,2010.5,NA,NA,7,NA,7,NA,2,769,0,5,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.12463768115942,TRUE,7,776,0.00902061855670103,NA,"inq","maternal",2,774,776,776,1,2,776,776,NA
"ISR",2011,2012,2011.5,NA,NA,2,NA,2,NA,1,791,0,1,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.13447782546495,TRUE,2,793,0.00252206809583859,NA,"inq","maternal",1,792,793,793,1,1,793,793,NA
"ISR",2012,2013,2012.5,NA,NA,9,NA,9,NA,7,780,0,2,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.12553495007133,TRUE,9,789,0.0114068441064639,NA,"inq","maternal",7,782,789,789,1,7,789,789,NA
"ISR",2013,2014,2013.5,NA,NA,8,NA,8,NA,5,760,0,3,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.12609970674487,TRUE,8,768,0.0104166666666667,NA,"inq","maternal",5,763,768,768,1,5,768,768,NA
"ISR",2014,2015,2014.5,NA,NA,5,NA,5,NA,3,811,0,2,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.2106824925816,TRUE,5,816,0.00612745098039216,NA,"inq","maternal",3,813,816,816,1,3,816,816,NA
"ISR",2015,2016,2015.5,NA,NA,7,NA,7,NA,4,761,0,3,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.13609467455621,TRUE,7,768,0.00911458333333333,NA,"inq","maternal",4,764,768,768,1,4,768,768,NA
"ISR",2016,2017,2016.5,NA,NA,4,NA,4,NA,3,848,0,1,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019: Maternal mortality in Israel 2000-2016","Information retrieved during WHO country consultation 2019",1.27164179104478,TRUE,4,852,0.00469483568075117,NA,"inq","maternal",3,849,852,852,1,3,852,852,NA
"ITA",2006,2007,2006.5,6527,10,10,NA,10,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019","Information retrieved during WHO country consultation 2019",0.892276144907724,TRUE,10,6527,0.00153209744139727,NA,"inq","maternal",11,7624,7635,7635,1,11,7635,7635,"overlapoutvr.singleyrs"
"ITA",2007,2008,2007.5,6599,12,12,NA,12,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019","Information retrieved during WHO country consultation 2019",0.904468201754386,TRUE,12,6599,0.00181845734202152,NA,"inq","maternal",13,7670,7683,7683,1,13,7683,7683,"overlapoutvr.singleyrs"
"ITA",2008,2009,2008.5,6467,11,11,NA,11,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019","Information retrieved during WHO country consultation 2019",0.90032020047334,TRUE,11,6467,0.00170094325034792,NA,"inq","maternal",13,7486,7499,7499,1,13,7499,7499,"overlapoutvr.singleyrs"
"ITA",2009,2010,2009.5,6467,15,15,NA,15,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019","Information retrieved during WHO country consultation 2019",0.880702710064007,TRUE,15,6467,0.00231946806865626,NA,"inq","maternal",19,7623,7642,7642,1,19,7642,7642,"overlapoutvr.singleyrs"
"ITA",2010,2011,2010.5,6325,13,13,NA,13,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019","Information retrieved during WHO country consultation 2019",0.892983199209375,TRUE,13,6325,0.00205533596837945,NA,"inq","maternal",16,7358,7374,7374,1,16,7374,7374,"overlapoutvr.singleyrs"
"ITA",2011,2012,2011.5,6191,10,10,NA,10,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019","Information retrieved during WHO country consultation 2019",0.875176703420978,TRUE,10,6191,0.00161524794055888,NA,"inq","maternal",14,7304,7318,7318,1,14,7318,7318,"overlapoutvr.singleyrs"
"ITA",2012,2013,2012.5,6172,9,9,NA,9,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019","Information retrieved during WHO country consultation 2019",0.885382298092096,TRUE,9,6172,0.00145819831497084,NA,"inq","maternal",10,7236,7246,7246,1,10,7246,7246,"overlapoutvr.singleyrs"
"ITA",2013,2014,2013.5,6052,11,11,NA,11,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019","Information retrieved during WHO country consultation 2019",0.8897383122611,TRUE,11,6052,0.00181758096497026,NA,"inq","maternal",14,7094,7108,7108,1,14,7108,7108,"overlapoutvr.singleyrs"
"ITA",2014,2015,2014.5,5674,5,5,NA,5,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation 2019","Information retrieved during WHO country consultation 2019",0.882700684505289,TRUE,5,5674,0.00088121254846669,NA,"inq","maternal",6,6639,6645,6645,1,6,6645,6645,"overlapoutvr.singleyrs"
"JAM",1986,1988,1987,NA,51,38,51,38,51,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","MM Committee Surveillance, 2018","Personnel communication with Affette McCaw-Binns, October 2018.",1,FALSE,51,1578,0.032319391634981,NA,"inq","maternal",20,594,823,615,0.743620899149453,9,323,434,"overlapoutvr.multipleyrs"
"JAM",2000,2001,2000.5,NA,48,48,48,48,48,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","MM Committee Surveillance","From Country Consultation 2013. Personnel communication with Affette McCaw-Binns.",1,TRUE,48,980,0.0489795918367347,NA,"inq","maternal",12,1024,1036,1036,1,12,1036,1036,"overlapoutvr.singleyrs"
"JAM",2001,2002,2001.5,NA,44,44,44,44,44,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","MM Committee Surveillance","From Country Consultation 2013. Personnel communication with Affette McCaw-Binns.",1,TRUE,44,1013,0.0434353405725568,NA,"inq","maternal",9,1009,1018,1018,1,9,1018,1018,"overlapoutvr.singleyrs"
"JAM",2002,2003,2002.5,NA,49,48,49,48,49,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","MM Committee Surveillance","From Country Consultation 2013. Personnel communication with Affette McCaw-Binns.",1,FALSE,49,1001,0.048951048951049,NA,"inq","maternal",11,983,996,994,0.997991967871486,11,994,996,"overlapoutvr.singleyrs"
"JAM",2003,2004,2003.5,NA,39,39,39,39,39,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","MM Committee Surveillance","From Country Consultation 2013. Personnel communication with Affette McCaw-Binns.",1,TRUE,39,1014,0.0384615384615385,NA,"inq","maternal",12,956,968,968,1,12,968,968,"overlapoutvr.singleyrs"
"JAM",2004,2005,2004.5,NA,36,35,36,35,36,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","MM Committee Surveillance","From Country Consultation 2013. Personnel communication with Affette McCaw-Binns.",1,FALSE,36,1001,0.035964035964036,NA,"inq","maternal",5,974,984,979,0.994918699186992,5,979,984,"overlapoutvr.singleyrs"
"JAM",2005,2006,2005.5,NA,50,49,50,49,50,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","MM Committee Surveillance","From Country Consultation 2013. Personnel communication with Affette McCaw-Binns.",1,FALSE,50,1005,0.0497512437810945,NA,"inq","maternal",11,1171,1187,1182,0.995787700084246,11,1182,1187,"overlapoutvr.singleyrs"
"JAM",2006,2007,2006.5,NA,41,39,41,39,41,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","MM Committee Surveillance","From Country Consultation 2013. Personnel communication with Affette McCaw-Binns.",1,FALSE,41,1015,0.0403940886699507,NA,"inq","maternal",14,873,918,887,0.966230936819172,14,887,918,"overlapoutvr.singleyrs"
"JAM",2008,2009,2008.5,NA,NA,NA,50,NA,50,12,843,4,28,10,46,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",1,FALSE,50,1053,0.0474833808167142,NA,"inq","maternal",16,871,943,887,0.940615058324496,16,887,943,NA
"JAM",2009,2010,2009.5,NA,31,31,31,31,31,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","MM Committee Surveillance, 2018","Personnel communication with Affette McCaw-Binns, October 2018.",1,TRUE,31,1014,0.0305719921104536,NA,"inq","maternal",9,1064,1073,1073,1,9,1073,1073,"overlapoutvr.singleyrs"
"JAM",2010,2011,2010.5,NA,45,45,45,45,45,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","MM Committee Surveillance, 2018","Personnel communication with Affette McCaw-Binns, October 2018.",1,TRUE,45,966,0.046583850931677,NA,"inq","maternal",25,935,960,960,1,25,960,960,"overlapoutvr.singleyrs"
"JAM",2011,2012,2011.5,NA,38,38,38,38,38,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","MM Committee Surveillance, 2018","Personnel communication with Affette McCaw-Binns, October 2018.",1,TRUE,38,910,0.0417582417582418,NA,"inq","maternal",28,1024,1052,1052,1,28,1052,1052,"overlapoutvr.singleyrs"
"JAM",2012,2013,2012.5,NA,32,32,32,32,32,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","MM Committee Surveillance, 2018","Personnel communication with Affette McCaw-Binns, October 2018.",1,TRUE,32,962,0.0332640332640333,NA,"inq","maternal",11,954,965,965,1,11,965,965,"overlapoutvr.singleyrs"
"JPN",2005,2006,2005.5,NA,84,84,NA,84,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Causes and ratio of maternal mortality, and its reliability, 2005","Hidaka A, Fukuda H, Imoto H, Yamazaki T, Muranaka J. Nishimura J et al. [Causes and ratio of maternal mortality, and its reliability]. Sanfujinka Chiryo [Obstetrical and gynaecological therapy]. 2009;99(1):85-95 (in Japanese).",0.987693626400539,TRUE,84,16132,0.00520704190428961,NA,"inq","maternal",62,16070,16132,16132,1,62,16132,16132,"overlapoutvr.singleyrs"
"KAZ",2009,2010,2009.5,8175,98,98,NA,98,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Communication after mission 2014 (mission related documentation) [e-mail]","Communication after mission 2014 (mission related documentation) [e-mail].",0.975187880233807,TRUE,98,8175,0.0119877675840979,NA,"inq","maternal",94,8026,8120,8120,1,94,8120,8120,"overlapoutvr.singleyrs"
"KAZ",2010,2011,2010.5,8136,66,66,NA,66,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Communication after mission 2014 (mission related documentation) [e-mail]","Communication after mission 2014 (mission related documentation) [e-mail].",1.02198216304484,TRUE,66,8136,0.00811209439528024,NA,"inq","maternal",65,8013,8078,8078,1,65,8078,8078,"overlapoutvr.singleyrs"
"KAZ",2011,2012,2011.5,7700,65,65,NA,65,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Confidential inquiry 2011-2013","Findings of a confidential audit of maternal mortality rates in the Republic of Kazakhstan in 2011–2013 [unofficial translation]. Astana City: The Central Commission on Confidential Audit (CCAC); 2014.",1.00930659326255,TRUE,65,7700,0.00844155844155844,NA,"inq","maternal",48,7574,7622,7622,1,48,7622,7622,"overlapoutvr.singleyrs"
"KAZ",2012,2013,2012.5,7498,53,53,NA,53,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Confidential inquiry 2011-2013","Findings of a confidential audit of maternal mortality rates in the Republic of Kazakhstan in 2011–2013 [unofficial translation]. Astana City: The Central Commission on Confidential Audit (CCAC); 2014.",1.03264013221319,TRUE,53,7498,0.00706855161376367,NA,"inq","maternal",41,7457,7498,7498,1,41,7498,7498,"overlapoutvr.singleyrs"
"KAZ",2013,2014,2013.5,6934,46,46,NA,46,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Confidential inquiry 2011-2013","Findings of a confidential audit of maternal mortality rates in the Republic of Kazakhstan in 2011–2013 [unofficial translation]. Astana City: The Central Commission on Confidential Audit (CCAC); 2014.",0.985643212508884,FALSE,46,6934,0.00663397750216325,NA,"inq","maternal",41,6937,7032,6978,0.992320819112628,41,6978,7032,"overlapoutvr.singleyrs"
"KOR",1995,1997,1996,27506,288,288,NA,288,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Maternal Mortality Ratio  and Causes of Death 1995-1996","Han Y, Doh S, Park J, Lee S. Maternal Mortality Ratio and Causes of Death in 1995-1996 in Korea. Sejong City: Korea Institute for Health and Social Affairs, Ministry of Health and Welfare [Republic of Korea]; 1997.",1.01942035431028,FALSE,288,27506,0.0104704428124773,NA,"inq","maternal",166,24671,27485,24837,0.918015743353631,77,12362,13466,"overlapoutvr.multipleyrs"
"KOR",2010,2011,2010.5,9163,75,75,NA,75,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: KOSTAT 2010-2013","From country consultation in 2015. Daejeon: Vital Statistics Division of Statistics Korea (KOSTAT); 2015.",1.56981326023642,TRUE,75,9163,0.00818509221870566,NA,"inq","maternal",74,9089,9163,9163,1,74,9163,9163,"overlapoutvr.singleyrs"
"KOR",2011,2012,2011.5,8577,85,85,NA,85,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: KOSTAT 2010-2013","From country consultation in 2015. Daejeon: Vital Statistics Division of Statistics Korea (KOSTAT); 2015.",1.56400437636761,TRUE,85,8577,0.0099102250204034,NA,"inq","maternal",81,8496,8577,8577,1,81,8577,8577,"overlapoutvr.singleyrs"
"KOR",2012,2013,2012.5,8042,55,55,NA,55,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: KOSTAT 2010-2013","From country consultation in 2015. Daejeon: Vital Statistics Division of Statistics Korea (KOSTAT); 2015.",1.51650009428625,TRUE,55,8042,0.00683909475254912,NA,"inq","maternal",48,7994,8042,8042,1,48,8042,8042,"overlapoutvr.singleyrs"
"KOR",2013,2014,2013.5,7814,51,51,NA,51,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: KOSTAT 2010-2013","From country consultation in 2015. Daejeon: Vital Statistics Division of Statistics Korea (KOSTAT); 2015.",1.57858585858586,TRUE,51,7814,0.006526746864602,NA,"inq","maternal",50,7764,7814,7814,1,50,7814,7814,"overlapoutvr.singleyrs"
"MDA",2006,2009,2007.5,NA,29,29,NA,29,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","The Moldovan experience of maternal deaths reviews, 2006-2008","Hodorogea S, Friptu V. The Moldovan experience of maternal deaths reviews. BJOG. 2014;121(Suppl. 4):81-5. doi: 10.1111/1471-0528.12945.",0.978680611423974,FALSE,29,4866,0.00595972050965886,NA,"inq","maternal",28,4838,5057,4866,0.975059382422803,6,1642,1684,"overlapoutvr.multipleyrs"
"MYS",1992,1993,1992.5,NA,251,219,251,219,251,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","CEMD 1995-1996","Report on the Confidential Enquiries into Maternal Deaths in Malaysia 1995-1996. Putrajaya: Ministry of Health [Malaysia]; 2000.",1,FALSE,251,6141,0.0408728220159583,NA,"inq","maternal",251,5199,6232,5450,0.874518613607189,251,5450,6232,"overlapoutvr.singleyrs"
"MYS",1993,1994,1993.5,NA,246,217,246,217,246,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","CEMD 1995-1996","Report on the Confidential Enquiries into Maternal Deaths in Malaysia 1995-1996. Putrajaya: Ministry of Health [Malaysia]; 2000.",1,FALSE,246,6260,0.039297124600639,NA,"inq","maternal",246,5273,6251,5519,0.882898736202208,246,5519,6251,"overlapoutvr.singleyrs"
